EntityId,EntityName,WugType,WugRegion,WugCounty,EntityIsSplit,D2020,D2030,D2040,D2050,D2060,D2070
713,DIBOLL,MUNICIPAL,I,ANGELINA,N,672,690,707,738,766,792
714,DICKINSON,MUNICIPAL,H,GALVESTON,N,2435,2480,2554,2649,2766,2889
715,DILLEY,MUNICIPAL,L,FRIO,N,1025,1110,1185,1263,1337,1405
716,DIMMITT,MUNICIPAL,O,CASTRO,N,1096,1164,1210,1260,1304,1341
717,DOG RIDGE WSC,MUNICIPAL,G,BELL,N,438,488,547,613,682,751
718,DONNA,MUNICIPAL,M,HIDALGO,N,2610,3126,3660,4219,4802,5375
719,DOUBLE OAK,MUNICIPAL,C,DENTON,N,558,547,539,534,533,533
720,DRIPPING SPRINGS,MUNICIPAL,K,HAYS,N,479,537,610,704,813,938
721,DRIPPING SPRINGS WSC,MUNICIPAL,K,HAYS,N,533,680,861,1091,1353,1652
722,DRISCOLL,MUNICIPAL,N,NUECES,N,105,110,113,114,116,118
723,DUBLIN,MUNICIPAL,G,ERATH,N,382,403,421,444,472,499
724,DUNCANVILLE,MUNICIPAL,C,DALLAS,N,6065,6437,6295,6218,6204,6203
725,EAGLE LAKE,MUNICIPAL,K,COLORADO,N,523,527,528,543,561,579
726,EARLY,MUNICIPAL,F,BROWN,N,290,285,275,269,268,268
727,EARTH,MUNICIPAL,O,LAMB,N,192,190,187,184,186,187
730,EAST FORK SUD,MUNICIPAL,C,COLLIN,Y,279,335,407,487,586,698
730,EAST FORK SUD,MUNICIPAL,C,DALLAS,Y,236,310,386,473,559,646
730,EAST FORK SUD,MUNICIPAL,C,ROCKWALL,Y,57,76,98,121,148,176
732,EAST MOUNTAIN,MUNICIPAL,D,UPSHUR,N,104,109,113,118,124,129
733,EAST PLANTATION UD,MUNICIPAL,H,MONTGOMERY,N,212,213,244,278,320,331
734,EAST RIO HONDO WSC,MUNICIPAL,M,CAMERON,Y,3820,4366,4941,5582,6261,6965
734,EAST RIO HONDO WSC,MUNICIPAL,M,WILLACY,Y,6,6,7,7,8,8
735,EAST TAWAKONI,MUNICIPAL,D,RAINS,N,197,205,205,206,207,207
736,EASTLAND,MUNICIPAL,G,EASTLAND,N,648,643,629,621,619,619
737,EASTON,MUNICIPAL,D,GREGG,Y,34,37,41,45,50,55
737,EASTON,MUNICIPAL,I,RUSK,Y,4,5,5,6,6,7
738,ECTOR,MUNICIPAL,C,FANNIN,N,87,92,96,101,109,118
739,ECTOR COUNTY UD,MUNICIPAL,F,ECTOR,N,1856,2058,2284,2521,2766,3018
740,EDCOUCH,MUNICIPAL,M,HIDALGO,N,358,419,484,554,630,705
741,EDEN,MUNICIPAL,F,CONCHO,N,480,478,471,467,466,466
743,EDGEWOOD,MUNICIPAL,D,VAN ZANDT,N,273,286,295,307,319,329
744,EDINBURG,MUNICIPAL,M,HIDALGO,N,13113,15899,18772,21714,24721,27667
745,EDNA,MUNICIPAL,P,JACKSON,N,885,887,877,877,881,885
746,EL CAMPO,MUNICIPAL,K,WHARTON,Y,6,6,6,6,6,6
746,EL CAMPO,MUNICIPAL,P,WHARTON,Y,2284,2332,2369,2415,2475,2531
747,EL CENIZO,MUNICIPAL,M,WEBB,N,390,464,537,606,675,737
748,EL DORADO UD,MUNICIPAL,H,HARRIS,N,260,257,256,261,264,264
751,EL LAGO,MUNICIPAL,H,HARRIS,N,322,310,301,302,302,303
752,EL OSO WSC,MUNICIPAL,L,KARNES,Y,595,600,590,584,554,554
752,EL OSO WSC,MUNICIPAL,L,WILSON,Y,39,47,54,61,65,71
752,EL OSO WSC,MUNICIPAL,N,BEE,Y,83,85,85,84,80,80
752,EL OSO WSC,MUNICIPAL,N,LIVE OAK,Y,143,139,137,135,129,129
754,ELDERVILLE WSC,MUNICIPAL,D,GREGG,Y,232,254,279,307,339,375
754,ELDERVILLE WSC,MUNICIPAL,I,RUSK,Y,119,132,145,159,174,189
755,ELDORADO,MUNICIPAL,F,SCHLEICHER,N,614,605,597,594,593,593
756,ELECTRA,MUNICIPAL,B,WICHITA,N,946,965,979,996,1013,1028
757,ELGIN,MUNICIPAL,K,BASTROP,Y,1298,1651,2125,2782,3681,4880
757,ELGIN,MUNICIPAL,K,TRAVIS,Y,251,352,447,556,653,744
758,ELKHART,MUNICIPAL,I,ANDERSON,N,249,251,250,247,246,246
759,ELM CREEK WSC,MUNICIPAL,G,BELL,Y,254,288,327,370,413,457
759,ELM CREEK WSC,MUNICIPAL,G,CORYELL,Y,44,48,54,58,64,70
759,ELM CREEK WSC,MUNICIPAL,G,MCLENNAN,Y,200,221,241,262,285,308
760,ELMENDORF,MUNICIPAL,L,BEXAR,Y,308,394,474,552,625,691
760,ELMENDORF,MUNICIPAL,L,WILSON,Y,3,3,4,4,4,5
761,ELSA,MUNICIPAL,M,HIDALGO,N,811,963,1121,1289,1466,1641
762,ENCINAL,MUNICIPAL,L,LA SALLE,N,213,228,243,263,191,201
763,EULESS,MUNICIPAL,C,TARRANT,N,8978,9212,9031,8932,8913,8913
764,EUSTACE,MUNICIPAL,C,HENDERSON,N,119,125,132,191,248,297
765,EVERMAN,MUNICIPAL,C,TARRANT,N,541,528,514,501,499,499
766,FAIRCHILDS,MUNICIPAL,H,FORT BEND,N,94,106,116,132,157,196
767,FAIRFIELD,MUNICIPAL,C,FREESTONE,N,673,708,730,1385,1580,1974
769,FAIRVIEW,MUNICIPAL,C,COLLIN,N,4644,5329,7094,7087,7084,7083
770,FALFURRIAS,MUNICIPAL,N,BROOKS,N,1677,1712,1755,1813,1865,1915
772,FALLS CITY,MUNICIPAL,L,KARNES,N,147,148,146,145,141,141
773,FARMERS BRANCH,MUNICIPAL,C,DALLAS,N,9041,9458,9911,10457,11031,11618
774,FARMERSVILLE,MUNICIPAL,C,COLLIN,N,958,2310,2299,2293,2291,2291
775,FARWELL,MUNICIPAL,O,PARMER,N,396,430,461,494,535,573
776,FAYETTE WSC,MUNICIPAL,K,FAYETTE,N,757,838,893,941,983,1017
777,FERN BLUFF MUD,MUNICIPAL,G,WILLIAMSON,N,1216,1204,1196,1191,1189,1189
778,FERRIS,MUNICIPAL,C,DALLAS,Y,1,2,3,3,4,4
778,FERRIS,MUNICIPAL,C,ELLIS,Y,460,537,619,712,1176,2201
779,FILES VALLEY WSC,MUNICIPAL,C,ELLIS,Y,119,148,182,223,272,330
779,FILES VALLEY WSC,MUNICIPAL,G,HILL,Y,405,419,428,441,453,463
781,FLATONIA,MUNICIPAL,K,FAYETTE,N,334,372,397,419,439,454
782,FLO COMMUNITY WSC,MUNICIPAL,C,FREESTONE,Y,40,41,41,42,43,43
782,FLO COMMUNITY WSC,MUNICIPAL,H,LEON,Y,297,286,278,276,280,284
783,FLORENCE,MUNICIPAL,G,WILLIAMSON,N,119,121,125,132,141,152
784,FLORESVILLE,MUNICIPAL,L,WILSON,N,1940,2344,2741,3106,3460,3781
785,FLOWER MOUND,MUNICIPAL,C,DENTON,Y,18988,23080,22955,22881,22857,22855
785,FLOWER MOUND,MUNICIPAL,C,TARRANT,Y,61,68,67,67,67,67
786,FLOYDADA,MUNICIPAL,O,FLOYD,N,572,589,603,625,643,658
787,FOREST HILL,MUNICIPAL,C,TARRANT,N,1362,1381,1448,1703,2164,2817
788,FORNEY LAKE WSC,MUNICIPAL,C,KAUFMAN,Y,818,1011,1237,1499,2529,3633
788,FORNEY LAKE WSC,MUNICIPAL,C,ROCKWALL,Y,78,97,118,140,165,191
789,FORT BELKNAPP WSC,MUNICIPAL,G,STEPHENS,Y,6,6,6,6,6,6
789,FORT BELKNAPP WSC,MUNICIPAL,G,THROCKMORTON,Y,20,20,19,19,19,19
789,FORT BELKNAPP WSC,MUNICIPAL,G,YOUNG,Y,420,429,435,445,460,475
794,FORT BEND COUNTY MUD #23,MUNICIPAL,H,FORT BEND,N,1318,1387,1428,1469,1511,1556
795,FORT BEND COUNTY MUD #25,MUNICIPAL,H,FORT BEND,N,1212,1199,1200,1210,1228,1250
803,FORT BLISS,MUNICIPAL,E,EL PASO,N,1648,1662,1696,1750,1800,1850
804,FORT CLARK SPRINGS MUD,MUNICIPAL,J,KINNEY,N,620,618,614,612,611,611
805,FORT DAVIS,MUNICIPAL,E,JEFF DAVIS,N,297,292,288,286,285,285
807,FORT HOOD,MUNICIPAL,G,BELL,Y,3954,3870,3815,3810,3804,3804
807,FORT HOOD,MUNICIPAL,G,CORYELL,Y,3672,3679,3627,3622,3617,3616
808,FORT STOCKTON,MUNICIPAL,F,PECOS,N,4910,5230,5548,5853,6138,6398
809,FOUNTAINVIEW SUBDIVISION,MUNICIPAL,H,HARRIS,N,176,168,160,160,161,162
812,FRANKLIN,MUNICIPAL,G,ROBERTSON,N,256,272,288,307,328,348
813,FRANKSTON,MUNICIPAL,I,ANDERSON,Y,239,240,238,236,236,236
813,FRANKSTON,MUNICIPAL,I,HENDERSON,Y,9,13,16,20,24,28
814,FREDERICKSBURG,MUNICIPAL,K,GILLESPIE,N,3146,3327,3476,3672,3866,4058
815,FREEPORT,MUNICIPAL,H,BRAZORIA,N,1429,1449,1472,1512,1571,1634
816,FREER,MUNICIPAL,N,DUVAL,N,650,672,691,717,737,754
817,FRIENDSWOOD,MUNICIPAL,H,GALVESTON,Y,4882,5104,5399,5759,6189,6673
817,FRIENDSWOOD,MUNICIPAL,H,HARRIS,Y,2100,2477,2724,2990,3261,3565
818,FRIONA,MUNICIPAL,O,PARMER,N,829,894,953,1018,1103,1182
819,FRISCO,MUNICIPAL,C,COLLIN,Y,24957,32625,40372,40334,40308,40300
819,FRISCO,MUNICIPAL,C,DENTON,Y,16638,21750,26915,26890,26872,26867
820,FRITCH,MUNICIPAL,A,HUTCHINSON,Y,437,441,436,434,433,433
820,FRITCH,MUNICIPAL,A,MOORE,Y,2,3,3,3,3,4
821,FROST,MUNICIPAL,C,NAVARRO,N,69,72,76,82,90,98
822,FULSHEAR,MUNICIPAL,H,FORT BEND,N,1378,1549,1679,1788,1884,1967
823,FULTON,MUNICIPAL,N,ARANSAS,N,278,279,275,275,275,275
825,GALENA PARK,MUNICIPAL,H,HARRIS,N,842,806,779,775,790,805
828,GANADO,MUNICIPAL,P,JACKSON,N,270,270,267,266,267,268
829,GARDEN RIDGE,MUNICIPAL,L,COMAL,N,1662,2238,2827,3425,4022,4596
830,GARRISON,MUNICIPAL,I,NACOGDOCHES,N,225,247,269,295,324,354
831,GASTONIA-SCURRY SUD,MUNICIPAL,C,KAUFMAN,N,640,801,986,1199,2017,3025
832,GATESVILLE,MUNICIPAL,G,CORYELL,N,4424,4939,5532,6066,6658,7253
833,GEORGE WEST,MUNICIPAL,N,LIVE OAK,N,454,443,433,429,428,428
834,GEORGETOWN,MUNICIPAL,G,WILLIAMSON,N,15944,19787,24665,29960,36006,42273
835,GHOLSON,MUNICIPAL,G,MCLENNAN,N,155,167,178,190,204,218
836,GIDDINGS,MUNICIPAL,G,LEE,N,1120,1231,1289,1307,1324,1334
837,GILL WSC,MUNICIPAL,D,HARRISON,Y,168,173,178,194,211,232
837,GILL WSC,MUNICIPAL,I,PANOLA,Y,85,84,82,83,84,85
838,GILMER,MUNICIPAL,D,UPSHUR,N,1051,1108,1157,1217,1280,1340
839,GLADEWATER,MUNICIPAL,D,GREGG,Y,732,779,838,914,1007,1113
839,GLADEWATER,MUNICIPAL,D,UPSHUR,Y,445,467,486,511,537,562
840,GLEN ROSE,MUNICIPAL,G,SOMERVELL,N,583,638,677,709,738,763
841,GLENN HEIGHTS,MUNICIPAL,C,DALLAS,Y,1514,2003,2517,3085,3645,4784
841,GLENN HEIGHTS,MUNICIPAL,C,ELLIS,Y,383,476,590,725,888,1352
842,GODLEY,MUNICIPAL,G,JOHNSON,N,115,125,137,151,167,184
844,GOLDTHWAITE,MUNICIPAL,K,MILLS,N,361,364,366,377,390,407
845,GOLIAD,MUNICIPAL,L,GOLIAD,N,611,674,713,729,544,551
846,GONZALES,MUNICIPAL,L,GONZALES,N,2200,2375,2545,2759,2677,2895
847,GONZALES COUNTY WSC,MUNICIPAL,L,CALDWELL,Y,58,70,83,95,91,102
847,GONZALES COUNTY WSC,MUNICIPAL,L,DEWITT,Y,113,115,117,118,102,102
847,GONZALES COUNTY WSC,MUNICIPAL,L,GONZALES,Y,1989,2153,2340,2534,2337,2528
847,GONZALES COUNTY WSC,MUNICIPAL,L,GUADALUPE,Y,32,38,45,51,49,54
848,GORMAN,MUNICIPAL,G,EASTLAND,N,99,95,91,90,90,90
849,GRAFORD,MUNICIPAL,G,PALO PINTO,N,61,62,63,64,66,67
850,GRAHAM,MUNICIPAL,G,YOUNG,N,2666,2764,2830,2918,3018,3119
851,GRANBURY,MUNICIPAL,G,HOOD,N,1216,1432,1586,1725,1837,1925
853,GRAND PRAIRIE,MUNICIPAL,C,DALLAS,Y,26817,32622,36069,35859,35807,35799
853,GRAND PRAIRIE,MUNICIPAL,C,ELLIS,Y,10,12,15,18,22,27
853,GRAND PRAIRIE,MUNICIPAL,C,TARRANT,Y,8367,8181,8080,8033,8021,8019
854,GRAND SALINE,MUNICIPAL,D,VAN ZANDT,N,374,375,375,380,388,395
855,GRANDVIEW,MUNICIPAL,G,JOHNSON,N,182,197,214,234,260,287
856,GRANGER,MUNICIPAL,G,WILLIAMSON,N,212,220,232,247,268,289
857,GRANITE SHOALS,MUNICIPAL,K,BURNET,N,653,768,868,967,1056,1136
858,GRAPELAND,MUNICIPAL,I,HOUSTON,N,211,206,200,197,196,196
859,GRAPEVINE,MUNICIPAL,C,TARRANT,N,18467,20509,20725,20641,20624,20623
860,GREEN TRAILS MUD,MUNICIPAL,H,HARRIS,N,555,548,547,550,553,555
861,GREEN VALLEY SUD,MUNICIPAL,L,BEXAR,Y,250,265,281,301,323,343
861,GREEN VALLEY SUD,MUNICIPAL,L,COMAL,Y,28,34,39,45,52,58
861,GREEN VALLEY SUD,MUNICIPAL,L,GUADALUPE,Y,1543,1737,1952,2189,2459,2729
862,GREGORY,MUNICIPAL,N,SAN PATRICIO,N,339,344,348,354,358,361
863,GROESBECK,MUNICIPAL,G,LIMESTONE,N,688,677,668,665,668,672
864,GROOM,MUNICIPAL,A,CARSON,N,179,176,174,173,173,173
865,GROVES,MUNICIPAL,I,JEFFERSON,N,2238,2160,2094,2069,2063,2063
866,GROVETON,MUNICIPAL,H,TRINITY,Y,70,72,70,67,70,73
866,GROVETON,MUNICIPAL,I,TRINITY,Y,58,59,58,56,58,61
867,GRUVER,MUNICIPAL,A,HANSFORD,N,310,336,360,380,404,425
868,GUM SPRINGS WSC,MUNICIPAL,D,HARRISON,N,679,694,717,768,835,918
869,GUN BARREL CITY,MUNICIPAL,C,HENDERSON,N,944,996,1053,1222,1852,2957
870,GUNTER,MUNICIPAL,C,GRAYSON,N,355,473,624,776,930,1085
871,MARILEE SUD,MUNICIPAL,C,COLLIN,Y,541,532,517,515,506,506
871,MARILEE SUD,MUNICIPAL,C,GRAYSON,Y,405,399,387,386,380,379
873,HACKBERRY,MUNICIPAL,C,DENTON,N,309,394,498,615,752,908
874,HALE CENTER,MUNICIPAL,O,HALE,N,298,299,296,289,296,299
875,HALLETTSVILLE,MUNICIPAL,P,LAVACA,N,606,594,584,579,578,578
876,HALLSBURG,MUNICIPAL,G,MCLENNAN,N,81,84,87,92,97,102
877,HALLSVILLE,MUNICIPAL,D,HARRISON,N,523,545,572,618,674,741
878,HALTOM CITY,MUNICIPAL,C,TARRANT,N,5285,5226,5308,5670,6093,6640
879,HAMILTON,MUNICIPAL,G,HAMILTON,N,534,529,517,511,510,510
880,HAMLIN,MUNICIPAL,G,JONES,N,424,436,445,458,469,478
881,HAPPY,MUNICIPAL,A,RANDALL,Y,11,12,13,14,15,16
881,HAPPY,MUNICIPAL,O,SWISHER,Y,99,101,100,98,103,105
882,HARDIN,MUNICIPAL,H,LIBERTY,N,122,134,146,160,173,187
883,HARDIN WSC,MUNICIPAL,H,LIBERTY,N,440,541,640,743,845,943
884,HARKER HEIGHTS,MUNICIPAL,G,BELL,N,6224,7079,8042,9061,10087,11106
888,HARRIS COUNTY MUD #11,MUNICIPAL,H,HARRIS,N,332,330,332,339,351,364
890,HARRIS COUNTY MUD #132,MUNICIPAL,H,HARRIS,N,898,885,873,876,878,881
892,HARRIS COUNTY MUD #151,MUNICIPAL,H,HARRIS,N,1012,1006,1003,1002,1004,1007
893,HARRIS COUNTY MUD #152,MUNICIPAL,H,HARRIS,N,1107,1114,1140,1162,1182,1198
894,HARRIS COUNTY MUD #153,MUNICIPAL,H,HARRIS,N,1200,1185,1177,1174,1173,1174
895,HARRIS COUNTY MUD #154,MUNICIPAL,H,HARRIS,N,746,735,737,748,767,790
896,HARRIS COUNTY MUD #158,MUNICIPAL,H,HARRIS,N,534,518,505,498,497,497
897,HARRIS COUNTY MUD #180,MUNICIPAL,H,HARRIS,N,514,536,553,550,548,548
898,HARRIS COUNTY MUD #189,MUNICIPAL,H,HARRIS,N,357,362,375,388,402,417
902,HARRIS COUNTY MUD #345,MUNICIPAL,H,HARRIS,N,786,781,779,779,781,784
903,HARRIS COUNTY MUD #46,MUNICIPAL,H,HARRIS,N,664,651,640,634,633,633
904,HARRIS COUNTY MUD #5,MUNICIPAL,H,HARRIS,N,508,509,522,544,577,614
905,HARRIS COUNTY MUD #50,MUNICIPAL,H,HARRIS,N,273,263,265,267,267,268
907,HARRIS COUNTY MUD #55,MUNICIPAL,H,HARRIS,N,1442,1461,1480,1537,1666,1825
908,HARRIS COUNTY MUD #8,MUNICIPAL,H,HARRIS,N,485,462,443,442,440,440
909,HARRIS COUNTY UD #14,MUNICIPAL,H,HARRIS,N,204,223,243,266,294,337
910,HARRIS COUNTY UD #15,MUNICIPAL,H,HARRIS,N,521,552,601,654,715,763
911,HARRIS COUNTY WCID #1,MUNICIPAL,H,HARRIS,N,597,583,587,607,627,650
912,HARRIS COUNTY WCID #133,MUNICIPAL,H,HARRIS,N,658,641,648,687,738,796
918,HART,MUNICIPAL,O,CASTRO,N,180,189,194,203,210,216
919,HASKELL,MUNICIPAL,G,HASKELL,N,519,509,498,496,502,513
920,HASLET,MUNICIPAL,C,TARRANT,N,532,644,736,1589,2222,2539
921,HAWKINS,MUNICIPAL,D,WOOD,N,350,357,358,364,368,371
922,HAWLEY,MUNICIPAL,G,JONES,N,75,76,76,77,79,81
923,HAWLEY WSC,MUNICIPAL,G,JONES,Y,383,383,381,383,391,399
923,HAWLEY WSC,MUNICIPAL,G,TAYLOR,Y,40,40,40,40,40,41
924,HEARNE,MUNICIPAL,G,ROBERTSON,N,757,734,715,713,711,711
925,HEATH,MUNICIPAL,C,ROCKWALL,N,3945,7839,7826,7818,7816,7815
926,HEBBRONVILLE,MUNICIPAL,M,JIM HOGG,N,592,616,638,673,709,745
928,HEDWIG VILLAGE,MUNICIPAL,H,HARRIS,N,1477,1572,1677,1794,1925,2067
929,HELOTES,MUNICIPAL,L,BEXAR,N,1622,1998,2349,2690,3005,3295
930,HEMPHILL,MUNICIPAL,I,SABINE,N,306,302,298,295,295,295
931,HEMPSTEAD,MUNICIPAL,H,WALLER,N,1304,1490,1703,1944,2218,2518
932,HENDERSON,MUNICIPAL,I,RUSK,N,3820,4184,4547,4961,5412,5885
933,HENRIETTA,MUNICIPAL,B,CLAY,N,652,657,645,638,637,637
934,HEREFORD,MUNICIPAL,O,DEAF SMITH,N,3953,4463,5040,5728,6288,6907
935,HEWITT,MUNICIPAL,G,MCLENNAN,N,2711,3036,3329,3643,3975,4305
937,HICKORY CREEK,MUNICIPAL,C,DENTON,N,583,709,865,1078,1076,1076
938,HICKORY CREEK SUD,MUNICIPAL,C,COLLIN,Y,7,7,8,8,9,10
938,HICKORY CREEK SUD,MUNICIPAL,C,FANNIN,Y,29,31,32,34,37,40
938,HICKORY CREEK SUD,MUNICIPAL,D,HUNT,Y,415,581,815,1143,1616,2305
939,HICO,MUNICIPAL,G,HAMILTON,N,180,176,171,168,167,167
940,HIDALGO,MUNICIPAL,M,HIDALGO,N,1859,2254,2662,3079,3505,3923
941,HIDALGO COUNTY MUD #1,MUNICIPAL,M,HIDALGO,N,570,682,801,923,1049,1174
942,HIGH POINT WSC,MUNICIPAL,C,KAUFMAN,Y,447,533,638,766,1238,1649
942,HIGH POINT WSC,MUNICIPAL,C,ROCKWALL,Y,30,36,43,51,60,69
943,HIGHLAND PARK,MUNICIPAL,C,DALLAS,N,4056,4141,4106,4091,4088,4088
944,HIGHLAND VILLAGE,MUNICIPAL,C,DENTON,N,3832,3968,3924,3899,3893,3893
945,HILL COUNTRY VILLAGE,MUNICIPAL,L,BEXAR,N,234,230,226,224,224,224
947,HILLCREST,MUNICIPAL,H,BRAZORIA,N,118,115,112,111,111,111
948,HILLSBORO,MUNICIPAL,G,HILL,N,1945,2027,2077,2144,2204,2255
949,HILSHIRE VILLAGE,MUNICIPAL,H,HARRIS,N,196,203,217,239,263,291
950,HITCHCOCK,MUNICIPAL,H,GALVESTON,N,949,1079,1157,1224,1285,1337
951,HOLIDAY LAKES,MUNICIPAL,H,BRAZORIA,N,75,75,75,75,76,76
952,HOLLAND,MUNICIPAL,G,BELL,N,112,108,106,105,106,107
953,HOLLIDAY,MUNICIPAL,B,ARCHER,N,285,314,318,315,314,314
954,HOLLYWOOD PARK,MUNICIPAL,L,BEXAR,N,949,953,959,969,983,997
956,HONDO,MUNICIPAL,L,MEDINA,N,2053,2210,2346,2473,2598,2710
957,HONEY GROVE,MUNICIPAL,C,FANNIN,N,274,280,274,271,271,271
958,HOOKS,MUNICIPAL,D,BOWIE,N,265,258,249,244,243,243
960,HOWE,MUNICIPAL,C,GRAYSON,N,287,318,352,390,432,474
961,HUBBARD,MUNICIPAL,G,HILL,N,151,153,152,158,162,166
962,HUDSON,MUNICIPAL,I,ANGELINA,N,388,397,406,418,433,448
963,HUDSON OAKS,MUNICIPAL,C,PARKER,N,458,618,779,795,795,795
964,HUDSON WSC,MUNICIPAL,I,ANGELINA,N,407,435,459,481,500,518
965,HUGHES SPRINGS,MUNICIPAL,D,CASS,Y,201,194,186,185,184,184
965,HUGHES SPRINGS,MUNICIPAL,D,MORRIS,Y,1,1,1,1,1,1
966,HUMBLE,MUNICIPAL,H,HARRIS,N,2687,3157,3493,3753,3962,4122
967,HUNTERS CREEK VILLAGE,MUNICIPAL,H,HARRIS,N,2353,2516,2698,2904,3134,3384
968,HUNTINGTON,MUNICIPAL,I,ANGELINA,N,231,236,241,247,257,265
969,HURST,MUNICIPAL,C,TARRANT,N,6828,6819,6680,6604,6590,6590
970,HUTCHINS,MUNICIPAL,C,DALLAS,N,1022,1396,1779,2166,2558,2952
971,HUTTO,MUNICIPAL,G,WILLIAMSON,N,3767,5189,6992,8937,11144,13428
972,IDALOU,MUNICIPAL,O,LUBBOCK,N,419,426,436,452,469,486
973,INDIAN LAKE,MUNICIPAL,M,CAMERON,N,51,60,68,78,87,97
974,INGLESIDE,MUNICIPAL,N,SAN PATRICIO,N,1051,1062,1060,1064,1074,1083
975,INGLESIDE ON THE BAY,MUNICIPAL,N,SAN PATRICIO,N,77,78,78,78,79,79
976,INGRAM,MUNICIPAL,J,KERR,N,165,160,155,153,154,155
977,IOWA COLONY,MUNICIPAL,H,BRAZORIA,N,292,326,381,431,479,508
978,IOWA PARK,MUNICIPAL,B,WICHITA,N,893,893,891,894,907,921
979,IRAAN,MUNICIPAL,F,PECOS,N,459,486,513,541,567,591
980,"IRRIGATION, ANDERSON",IRRIGATION,I,ANDERSON,N,462,462,462,462,462,462
981,"IRRIGATION, ANDREWS",IRRIGATION,F,ANDREWS,N,37898,37579,37258,36939,36621,36306
982,"IRRIGATION, ANGELINA",IRRIGATION,I,ANGELINA,N,481,481,481,481,481,481
983,"IRRIGATION, ARCHER",IRRIGATION,B,ARCHER,N,1214,1178,1142,1106,1106,1106
984,"IRRIGATION, ARMSTRONG",IRRIGATION,A,ARMSTRONG,N,4194,3990,3708,3296,2884,2472
985,"IRRIGATION, ATASCOSA",IRRIGATION,L,ATASCOSA,N,26594,25703,24845,24020,23223,22498
986,"IRRIGATION, AUSTIN",IRRIGATION,H,AUSTIN,N,6478,6478,6478,6478,6478,6478
987,"IRRIGATION, BAILEY",IRRIGATION,O,BAILEY,N,119268,116407,113614,110888,108227,105752
988,"IRRIGATION, BANDERA",IRRIGATION,J,BANDERA,N,432,432,432,432,432,432
989,"IRRIGATION, BASTROP",IRRIGATION,K,BASTROP,N,852,742,649,565,492,443
990,"IRRIGATION, BAYLOR",IRRIGATION,B,BAYLOR,N,3310,3211,3112,3018,3018,3018
991,"IRRIGATION, BEE",IRRIGATION,N,BEE,N,4751,5248,5796,6403,7073,7985
992,"IRRIGATION, BELL",IRRIGATION,G,BELL,N,2205,2174,2147,2117,2086,2058
993,"IRRIGATION, BEXAR",IRRIGATION,L,BEXAR,N,11626,11135,10664,10213,9781,9401
994,"IRRIGATION, BLANCO",IRRIGATION,K,BLANCO,N,256,240,225,217,213,204
995,"IRRIGATION, BORDEN",IRRIGATION,F,BORDEN,N,4000,3993,3990,3983,3980,3977
996,"IRRIGATION, BOSQUE",IRRIGATION,G,BOSQUE,N,2128,2094,2060,2029,1998,1968
997,"IRRIGATION, BOWIE",IRRIGATION,D,BOWIE,N,6221,6221,6060,5657,5281,5121
998,"IRRIGATION, BRAZORIA",IRRIGATION,H,BRAZORIA,N,109803,109803,109803,109803,109803,109803
999,"IRRIGATION, BRAZOS",IRRIGATION,G,BRAZOS,N,26050,24791,23594,22459,21374,20438
1000,"IRRIGATION, BREWSTER",IRRIGATION,E,BREWSTER,N,2304,2293,2280,2269,2258,2247
1001,"IRRIGATION, BRISCOE",IRRIGATION,O,BRISCOE,N,37260,35908,34604,33348,32137,31052
1002,"IRRIGATION, BROOKS",IRRIGATION,N,BROOKS,N,1800,1890,1985,2084,2188,2297
1003,"IRRIGATION, BROWN",IRRIGATION,F,BROWN,N,9435,9403,9371,9338,9306,9275
1004,"IRRIGATION, BURLESON",IRRIGATION,G,BURLESON,N,22855,21904,21057,20115,19216,18469
1005,"IRRIGATION, BURNET",IRRIGATION,K,BURNET,N,1504,1504,1504,1504,1504,1504
1006,"IRRIGATION, CALDWELL",IRRIGATION,L,CALDWELL,N,618,549,488,433,384,350
1007,"IRRIGATION, CALHOUN",IRRIGATION,L,CALHOUN,N,13472,11935,10894,10148,9453,8726
1008,"IRRIGATION, CALLAHAN",IRRIGATION,G,CALLAHAN,N,573,564,555,546,537,529
1009,"IRRIGATION, CAMERON",IRRIGATION,M,CAMERON,N,355962,339470,322622,305522,288601,288601
1010,"IRRIGATION, CARSON",IRRIGATION,A,CARSON,N,55702,52838,48776,43356,37937,32517
1012,"IRRIGATION, CASTRO",IRRIGATION,O,CASTRO,N,387976,373101,358796,345040,331812,320029
1013,"IRRIGATION, CHAMBERS",IRRIGATION,H,CHAMBERS,N,84266,84266,84266,84266,84266,84266
1014,"IRRIGATION, CHEROKEE",IRRIGATION,I,CHEROKEE,N,355,355,355,355,355,355
1015,"IRRIGATION, CHILDRESS",IRRIGATION,A,CHILDRESS,N,7308,7026,6601,5868,5134,4401
1016,"IRRIGATION, CLAY",IRRIGATION,B,CLAY,N,1438,1400,1362,1324,1324,1324
1017,"IRRIGATION, COCHRAN",IRRIGATION,O,COCHRAN,N,102229,98284,94489,90841,87334,84214
1018,"IRRIGATION, COKE",IRRIGATION,F,COKE,N,965,963,962,962,962,962
1019,"IRRIGATION, COLEMAN",IRRIGATION,F,COLEMAN,N,770,770,770,770,770,770
1020,"IRRIGATION, COLLIN",IRRIGATION,C,COLLIN,N,2995,2995,2995,2995,2995,2995
1021,"IRRIGATION, COLLINGSWORTH",IRRIGATION,A,COLLINGSWORTH,N,17943,17276,16255,14449,12643,10837
